Year,(R01) Total Revenue,(R02) Total Rev-Own Sources,(R03) General Revenue,(R04) Gen Rev-Own Sources,(R05) Total Taxes,(R06) Property Tax (T01),(R07) NonProperty Taxes,(R08) Tot Sales & Gr Rec Tax,(R09) Total Gen Sales Tax (T09),(R10) Total Select Sales Tax,(R11) Alcoholic Beverage Tax (T10),(R12) Amusement Tax (T11),(R13) Insurance Premium Tax (T12),(R14) Motor Fuels Tax (T13),(R15) Parimutuels Tax (T14),(R16) Public Utility Tax (T15),(R17) Tobacco Tax (T16),(R18) Other Select Sales Tax (T19),(R19) Total License Taxes,(R20) Alcoholic Beverage Lic (T20),(R21) Corporation License (T22),(R22) Motor Veh & Oper Lic,(R23) Motor Vehicle License (T24),(R24) Motor Veh Oper License (T25),(R25) Other License Taxes,(R26) Total Income Taxes,(R27) Individual Income Tax (T40),(R28) Corp Net Income Tax (T41),(R29) Death and Gift Tax (T50),(R30) Taxes NEC,(R31) Total IG Revenue,(R32) Total Fed IG Revenue,(R33) Fed IGR-Gen Rev Shar (B27),(R34) Total State IG Revenue,(R35) Tot Local IG Rev,(R36) Tot Chgs and Misc Rev,(R37) Total General Charges,(R38) Chg-Air Transportation (A01),(R39) Chg-Total Education,(R40) Chg-Elem Ed-Sch Lunch (A09),(R41) Chg-Total High Ed,(R42) Chg-High Ed-Aux Enterp (A16),(R43) Chg-High Ed-Other (A18),(R44) Chg-Education NEC,(R45) Chg-Hospitals (A36),(R46) Chg-Highways,(R47) Chg-Regular Highways (A44),(R48) Chg-Toll Highways (A45),(R49) Chg-Housing & Comm Dev (A50),(R50) Chg-Total Nat Res,(R51) Chg-Parking (A60),(R52) Chg-Parks & Recreation (A61),(R53) Chg-Sewerage (A80),(R54) Chg-Solid Waste Mgmt (A81),(R55) Chg-Water Transport (A87),(R56) Chg-All Other NEC,(R57) Misc General Revenue,(R58) Special Assessments (U01),(R59) Total Prop Sale,(R60) Interest Revenue (U20),(R61) Misc General Rev NEC,(R62) Liquor Store and Utility Revenue,(R63) Liquor Stores Revenue (A90),(R64) Total Utility Revenue,(R65) Water Utility Revenue (A91),(R66) Nonwater Utility Rev,(R67) Electric Utility Rev (A92),(R68) Gas Utility Rev (A93),(R69) Transit Utility Rev (A94),(R70) Total Insur Trust Rev,(R71) Total Emp Ret Rev,(R72) Emp Ret-Employee Ctrib,(R73) Emp Ret-From Other Gov (X05),(R74) Emp Ret-From Admin Govt,(R75) Emp Ret-Int Rev (X08),(R76) Total Unemp Rev,(R77) Unemp-Payroll Tax (Y01),(R78) Oth Ins Trust-Tot Rev,(R79) Lottery-Ticket Sales (Z51),(R80) Lottery-Prizes Awarded (Z52),(R81) Lottery-Admin Exp (Z53),(R82) Lottery-Net Proceeds (Z54),(E001) Total Expenditure,(E002) Total IG Expenditure,(E003) Direct Expenditure,(E004) Total Current Expend,(E005) Total Current Oper,(E006) Total Capital Outlays,(E007) Total Construction,(E008) Total Other Cap Outlay,(E009) Tot Assist & Subsidies,(E010) Total Interest on Debt,(E011) Total Insur Trust Ben,(E012) Total Salaries & Wages (Z00),(E013) General Expenditure,(E014) Direct General Expend,(E015) General Current Expend,(E016) General Direct Current Expend,(E017) General Current Oper,(E018) General Capital Outlay,(E019) Police & Fire Protection-Dir Exp,(E020) Air Trans-Direct Expend,(E021) Total Correct-Dir Exp,(E022) Total Correct-Cur Oper,(E023) Total Correct-Cap Out,(E024) Total Educ-Direct Exp,(E025) Total Educ-Cur Oper,(E026) Total Educ-Cap Outlay,(E027) Elem Educ-Direct Exp,(E028) Elem Educ-Current Oper (E12),(E029) Elem Educ-Cap Outlay,(E030) Total High Ed-Dir Exp,(E031) Total High Ed-Cur Oper,(E032) High Ed-Aux-Cur Oper (E16),(E033) High Ed-NEC-Cur Oper (E18),(E034) Total High Ed-Cap Out,(E035) Total Other Education,(E036) Educational Assistance (E19),(E037) Educ-NEC-Direct Expend,(E038) Educ-NEC-Current Oper (E21),(E039) Educ-NEC-Cap Outlay,(E040) Emp Sec Adm-Direct Exp,(E041) Fin Admin & Gen Control-Direct Exp,(E042) Fin Admin & Gen Control-Current Oper,(E043) Fin Admin & Gen Control-Cap Outlay,(E044) Fin Admin-Direct Exp,(E045) Cen Staff-Direct Exp,(E046) Fire Prot-Direct Exp,(E047) Fire Prot-Current Oper (E24),(E048) Fire Prot-Cap Outlay,(E049) Gen Pub Bldg-Total Exp,(E050) Gen Pub Bldg-Cur Oper (E31),(E051) Gen Pub Bldg-Cap Out,(E052) Health & Hosp-Dir Exp,(E053) Health & Hosp-Cur Oper,(E054) Health & Hosp-Cap Out,(E055) Health-Direct Expend,(E056) Health-Current Oper (E32),(E057) Health-Capital Outlay,(E058) Total Hospital-Dir Exp,(E059) Total Hospital-Cur Op,(E060) Total Hospital-Cap Out,(E061) Own Hospital-Total Exp,(E062) Own Hospital-Cur Oper (E36),(E063) Own Hospital-Cap Out,(E064) Hosp-Other-Direct Exp,(E065) Total Highways-Dir Exp,(E066) Total Highways-Cur Op,(E067) Total Highways-Cap Out,(E068) Regular Hwy-Direct Exp,(E069) Regular Hwy-Cur Oper (E44),(E070) Regular Hwy-Cap Outlay,(E071) Toll Hwy-Total Expend,(E072) Toll Hwy-Current Oper (E45),(E073) Toll Hwy-Cap Outlay,(E074) Hous & Com-Direct Exp,(E075) Hous & Com-Cur Oper (E50),(E076) Hous & Com-Cap Outlay,(E077) Libraries-Direct Exp,(E078) Libraries-Current Oper (E52),(E079) Libraries-Cap Outlay,(E080) Total Nat Res-Dir Exp,(E081) Total Nat Res-Cur Oper,(E082) Total Nat Res-Cap Out,(E083) Parking-Direct Expend,(E084) Parks & Rec-Direct Exp,(E085) Parks & Rec-Cur Oper (E61),(E086) Parks & Rec-Cap Outlay,(E087) Police Prot-Direct Exp,(E088) Police Prot-Cur Oper (E62),(E089) Police Prot-Cap Outlay,(E090) Public Welf-Direct Exp,(E091) Public Welf-Cur Oper,(E092) Public Welf-Cash Asst,(E093) Welf-Categ-Cash Assist (E67),(E094) Welf-Cash-Cash Assist (E68),(E095) Public Welf-Cap Outlay,(E096) Sanitation-Dir Exp,(E097) Sewerage-Direct Expend,(E098) Sewerage-Current Oper (E80),(E099) Sewerage-Cap Outlay,(E100) SW Mgmt-Direct Expend,(E101) SW Mgmt-Current Oper (E81),(E102) SW Mgmt-Capital Outlay,(E103) Water Trans-Direct Exp,(E104) Interest on Gen Debt (I89),(E105) General NEC-Direct Exp,(E106) Liquor Store and Utility Expend,(E107) Liquor Stores-Tot Exp,(E108) Liquor Stores-Cur Oper (E90),(E109) Liquor Stores-Cap Out,(E110) Total Util-Total Exp,(E111) Total Util-Inter Exp,(E112) Total Util-Cur Oper,(E113) Total Util-Cap Outlay,(E114) Water Util-Total Exp,(E115) Water Util-Inter Exp (I91),(E116) Water Util-Cur Oper (E91),(E117) Water Util-Cap Outlay,(E118) Non Water Util-Total Exp,(E119) Non Water Util-Inter Exp,(E120) Non Water Util-Cur Oper,(E121) Non Water Util-Cap Outlay,(E122) Elec Util-Total Exp,(E123) Elec Util-Inter Exp (I92),(E124) Elec Util-Cur Oper (E92),(E125) Elec Util-Cap Outlay,(E126) Gas Util-Total Exp,(E127) Gas Util-Inter Exp (I93),(E128) Gas Util-Cur Oper (E93),(E129) Gas Util-Cap Outlay,(E130) Transit Util-Total Exp,(E131) Transit Util-Inter Exp (I94),(E132) Transit Util-Cur Oper (E94),(E133) Transit Util-Cap Outlay,(E134) Emp Ret-Total Expend,(E135) Emp Ret-Benefit Paymts (X11),(E136) Emp Ret-Withdrawals (X12),(E137) Unemp Comp-Total Exp,(E138) Oth Ins Trust-Tot Exp,(D01) Total Debt Outstanding,(D02) Total Long-Term Debt Out,(D03) ST Debt Out-End of Year (64V),(D04) Total Net LT Debt Out,(D05) Change In Debt During Yr,(D06) Total LTD Issued,(D07) LTD Iss-Utility,(D08) LTD Iss-Util-Water,(D09) LTD Iss-Util-Electric,(D10) LTD Iss-Util-Gas Supply,(D11) LTD Iss-Util-Transit,(D12) LTD Iss-General,(D13) Total LTD Retired,(D14) LTD Ret-Utility,(D15) LTD Ret-Util-Water,(D16) LTD Ret-Util-Electric,(D17) LTD Ret-Util-Gas Supply,(D18) LTD Ret-Util-Transit,(D19) LTD Ret-General,(D20) Total LTD Out-Utility,(D21) LTD Out-Util-Water,(D22) LTD Out-Util-Electric,(D23) LTD Out-Util-Gas Supply,(D24) LTD Out-Util-Transit,(D25) LTD Out-General,(D26) LTD Out-Gen-Elem Educ,(D27) LTD Out-Gen-Other NEC,(D28) Total LTD Out-FFC,(D29) LTD Out-FFC-Utility,(D30) LTD Out-FFC-Water Util,(D31) LTD Out-FFC-Elec Util,(D32) LTD Out-FFC-Gas Util,(D33) LTD Out-FFC-Trans Util,(D34) LTD Out-FFC-General,(D35) Tot LTD Out-NG,(D36) LTD Out-NG-Utility,(D37) LTD Out-NG-Water Util (44A),(D38) LTD Out-NG-Elec Util (44B),(D39) LTD Out-NG-Gas Util (44C),(D40) LTD Out-NG-Trans Util (44D),(D41) LTD Out-NG-General,(D42) Total Cash & Securities,(D43) Total Cash & Deposits,(D44) Total Securities,(D45) Securities-Total Federal,(D46) Securities-State & Local,(D47) Securities-Other NEC,(D48) Insur Trust-Cash & Sec,(D49) Emp Retire-Cash & Sec,(D50) Emp Retire-Cash & Dep (X21),(D51) Emp Retire-Total Sec,(D52) Emp Retire-Sec-Tot Fed,(D53) Emp Retire-Sec-St & Loc (X35),(D54) Emp Retire-Sec-Tot Nong,(D55) Unemp Comp-Cash & Sec,(D56) Unemp Comp-Bal In US Trs (Y07),(D57) Unemp Comp-Other Balance (Y08),(D58) Other Insur Trusts-Cash & Sec,(D59) Nonin Trust-Cash & Sec,(D60) Nonin Trust-Cash & Dep,(D61) Nonin Trust-Total Sec,(D62) Nonin Trust-Sec-Tot Fed,(D63) Nonin Trust-Sec-St & Loc,(D64) Nonin Trust-Sec-Other,(D65) Sinking Fd-Cash & Sec,(D66) Bond Fd-Cash & Sec,(D67) Oth Nonin Fd-Cash & Sec
1977,"$4,098,080 ","$3,133,456 ","$3,576,392 ","$2,611,768 ","$2,053,823 ","$22,077 ","$2,031,746 ","$978,755 ","$426,848 ","$551,907 ","$63,974 ",$86 ,"$59,569 ","$265,149 ",$0 ,"$84,031 ","$17,859 ","$61,239 ","$128,849 ","$1,527 ","$5,560 ","$94,571 ","$85,370 ","$9,201 ","$27,191 ","$873,238 ","$714,086 ","$159,152 ","$23,958 ","$26,946 ","$964,624 ","$927,264 ","$44,321 ",$0 ,"$37,360 ","$557,945 ","$458,510 ",$0 ,"$209,715 ",$0 ,"$207,910 ","$82,316 ","$125,594 ","$1,805 ","$190,079 ","$29,375 ",$0 ,"$29,375 ",$0 ,"$1,391 ",$0 ,"$1,397 ",$0 ,$0 ,"$3,421 ","$23,132 ","$99,435 ",$0 ,"$1,935 ","$55,431 ","$42,069 ","$189,368 ","$189,368 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$332,320 ","$212,092 ","$101,958 ","$48,454 ","$17,922 ","$61,680 ","$120,228 ","$79,092 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$3,926,729 ","$1,062,083 ","$2,864,646 ","$3,411,669 ","$2,038,847 ","$515,060 ","$442,396 ","$72,664 ","$16,613 ","$45,125 ","$249,001 ","$926,438 ","$3,518,413 ","$2,456,330 ","$3,003,636 ","$1,941,553 ","$1,879,815 ","$514,777 ","$52,186 ","$1,010 ","$77,319 ","$67,865 ","$9,454 ","$663,463 ","$618,323 ","$28,666 ",$0 ,$0 ,$0 ,"$539,928 ","$512,310 ","$69,222 ","$443,088 ","$27,618 ","$123,535 ","$16,474 ","$107,061 ","$106,013 ","$1,048 ","$25,846 ","$94,248 ","$92,691 ","$1,557 ","$55,525 ","$7,899 ",$0 ,$0 ,$0 ,"$15,976 ","$4,199 ","$11,777 ","$365,040 ","$340,012 ","$25,028 ","$114,682 ","$113,952 ",$730 ,"$250,358 ","$226,060 ","$24,298 ","$250,358 ","$226,060 ","$24,298 ",$0 ,"$614,454 ","$193,760 ","$420,694 ","$512,451 ","$186,403 ","$326,048 ","$102,003 ","$7,357 ","$94,646 ",$0 ,$0 ,$0 ,"$2,556 ","$1,987 ",$569 ,"$60,161 ","$55,823 ","$4,338 ",$0 ,"$4,475 ","$2,238 ","$2,237 ","$52,186 ","$48,415 ","$3,771 ","$272,624 ","$272,239 ",$139 ,$0 ,$139 ,$246 ,"$6,315 ","$6,315 ","$6,035 ",$280 ,$0 ,$0 ,$0 ,"$6,094 ","$45,125 ","$149,438 ","$159,315 ","$159,315 ","$159,032 ",$283 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$111,559 ","$90,318 ","$21,241 ","$137,442 ",$0 ,"$872,519 ","$756,733 ","$115,786 ","$290,477 ","$161,568 ","$148,590 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$148,590 ","$43,808 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$43,808 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$756,733 ","$161,830 ","$594,903 ","$40,972 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$40,972 ","$715,761 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$715,761 ","$2,655,875 ","$221,893 ","$2,433,982 ","$908,016 ","$306,858 ","$1,219,108 ","$1,267,253 ","$1,186,320 ","$79,230 ","$1,107,090 ","$195,156 ",$340 ,"$911,594 ","$80,933 ","$80,373 ",$560 ,$0 ,"$1,388,622 ","$61,730 ","$1,326,892 ","$712,860 ","$306,518 ","$307,514 ","$466,256 ","$298,862 ","$623,504 "
1978,"$4,706,668 ","$3,546,177 ","$4,176,167 ","$3,015,676 ","$2,335,734 ","$22,020 ","$2,313,714 ","$1,091,917 ","$489,208 ","$602,709 ","$68,608 ",$96 ,"$65,157 ","$276,250 ",$0 ,"$99,922 ","$17,926 ","$74,750 ","$126,603 ","$1,603 ","$5,717 ","$93,204 ","$84,577 ","$8,627 ","$26,079 ","$1,039,607 ","$874,817 ","$164,790 ","$24,198 ","$31,389 ","$1,160,491 ","$1,122,081 ","$45,915 ",$0 ,"$38,410 ","$679,942 ","$512,149 ",$0 ,"$229,334 ",$0 ,"$228,072 ","$91,973 ","$136,099 ","$1,262 ","$215,582 ","$29,014 ",$0 ,"$29,014 ",$0 ,"$1,015 ",$0 ,"$1,393 ",$0 ,$0 ,"$4,474 ","$31,337 ","$167,793 ",$0 ,"$2,922 ","$97,303 ","$67,568 ","$199,463 ","$199,463 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$331,038 ","$222,381 ","$106,973 ","$54,487 ","$21,608 ","$60,921 ","$108,657 ","$88,907 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$4,321,663 ","$1,045,710 ","$3,275,953 ","$3,799,310 ","$2,304,298 ","$522,353 ","$425,108 ","$97,245 ","$157,596 ","$61,135 ","$230,571 ","$1,114,150 ","$3,935,066 ","$2,889,356 ","$3,412,995 ","$2,367,285 ","$2,148,554 ","$522,071 ","$39,275 ",$881 ,"$100,415 ","$90,064 ","$10,351 ","$762,161 ","$692,554 ","$48,603 ",$0 ,$0 ,$0 ,"$619,879 ","$572,691 ","$73,747 ","$498,944 ","$47,188 ","$142,282 ","$21,004 ","$121,278 ","$119,863 ","$1,415 ","$31,270 ","$97,397 ","$96,366 ","$1,031 ","$58,016 ","$6,258 ",$0 ,$0 ,$0 ,"$31,887 ","$11,674 ","$20,213 ","$416,373 ","$386,126 ","$30,247 ","$129,371 ","$128,076 ","$1,295 ","$287,002 ","$258,050 ","$28,952 ","$287,002 ","$258,050 ","$28,952 ",$0 ,"$654,219 ","$257,557 ","$396,662 ","$627,319 ","$249,545 ","$377,774 ","$26,900 ","$8,012 ","$18,888 ",$0 ,$0 ,$0 ,"$2,765 ","$2,706 ",$59 ,"$52,078 ","$48,392 ","$3,686 ",$0 ,"$4,915 ","$2,701 ","$2,214 ","$39,275 ","$35,493 ","$3,782 ","$431,845 ","$295,037 ","$136,592 ","$136,474 ",$118 ,$216 ,"$6,881 ","$6,881 ","$6,689 ",$192 ,$0 ,$0 ,$0 ,"$4,984 ","$61,135 ","$190,875 ","$156,026 ","$156,026 ","$155,744 ",$282 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$122,455 ","$99,110 ","$23,345 ","$108,116 ",$0 ,"$1,255,759 ","$1,096,979 ","$158,780 ","$431,353 ","$383,240 ","$381,050 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$381,050 ","$40,804 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$40,804 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$1,096,979 ","$182,635 ","$914,344 ","$35,172 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$35,172 ","$1,061,807 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$1,061,807 ","$3,325,327 ","$350,732 ","$2,974,595 ","$1,340,452 ","$325,467 ","$1,308,676 ","$1,334,329 ","$1,251,356 ","$124,221 ","$1,127,135 ","$285,413 ",$290 ,"$841,432 ","$82,973 ","$82,698 ",$275 ,$0 ,"$1,990,998 ","$143,538 ","$1,847,460 ","$1,055,039 ","$325,177 ","$467,244 ","$665,626 ","$495,138 ","$830,234 "
1979,"$5,135,929 ","$3,898,404 ","$4,572,651 ","$3,335,126 ","$2,563,713 ","$22,593 ","$2,541,120 ","$1,165,459 ","$534,905 ","$630,554 ","$73,317 ",$72 ,"$73,320 ","$293,452 ",$0 ,"$93,526 ","$17,542 ","$79,325 ","$149,752 ","$1,674 ","$6,094 ","$112,266 ","$99,860 ","$12,406 ","$29,718 ","$1,162,847 ","$966,627 ","$196,220 ","$26,276 ","$36,786 ","$1,237,525 ","$1,188,801 ","$46,968 ",$0 ,"$48,724 ","$771,413 ","$549,413 ",$0 ,"$241,964 ",$0 ,"$240,695 ","$99,980 ","$140,715 ","$1,269 ","$231,203 ","$30,253 ",$0 ,"$30,253 ","$3,843 ","$1,676 ",$0 ,"$1,361 ",$0 ,$0 ,"$11,028 ","$28,085 ","$222,000 ",$0 ,"$4,138 ","$161,399 ","$56,463 ","$210,457 ","$210,457 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$352,821 ","$241,369 ","$117,080 ","$28,111 ","$99,015 ","$96,178 ","$111,452 ","$95,231 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$4,875,996 ","$1,113,639 ","$3,762,357 ","$4,244,039 ","$2,637,497 ","$631,957 ","$531,004 ","$100,953 ","$171,291 ","$83,300 ","$238,312 ","$1,241,116 ","$4,462,584 ","$3,348,945 ","$3,833,195 ","$2,719,556 ","$2,464,965 ","$629,389 ","$47,733 ","$1,427 ","$115,521 ","$106,485 ","$9,036 ","$861,237 ","$773,890 ","$61,000 ",$0 ,$0 ,$0 ,"$751,374 ","$691,675 ","$86,389 ","$605,286 ","$59,699 ","$109,863 ","$26,347 ","$83,516 ","$82,215 ","$1,301 ","$34,250 ","$108,486 ","$107,196 ","$1,290 ","$59,610 ","$10,452 ",$0 ,$0 ,$0 ,"$37,118 ","$20,681 ","$16,437 ","$492,450 ","$464,493 ","$27,957 ","$136,644 ","$135,611 ","$1,033 ","$355,806 ","$328,882 ","$26,924 ","$355,806 ","$328,882 ","$26,924 ",$0 ,"$785,946 ","$295,675 ","$490,271 ","$769,466 ","$286,063 ","$483,403 ","$16,480 ","$9,612 ","$6,868 ","$4,386 ","$3,970 ",$416 ,"$3,071 ","$2,955 ",$116 ,"$60,696 ","$57,466 ","$3,230 ",$0 ,"$5,651 ","$4,208 ","$1,443 ","$47,733 ","$43,481 ","$4,252 ","$481,410 ","$336,255 ","$144,944 ","$144,944 ",$0 ,$211 ,"$7,835 ","$7,835 ","$7,677 ",$158 ,$0 ,$0 ,$0 ,"$16,188 ","$83,300 ","$202,240 ","$175,100 ","$175,100 ","$172,532 ","$2,568 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$140,062 ","$112,929 ","$27,133 ","$98,250 ",$0 ,"$1,662,758 ","$1,490,845 ","$171,913 ","$731,926 ","$387,485 ","$424,286 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$424,286 ","$49,424 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$49,424 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$1,490,845 ","$200,095 ","$1,290,750 ","$29,372 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$29,372 ","$1,461,473 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$1,461,473 ","$3,998,753 ","$436,209 ","$3,562,544 ","$1,691,571 ","$366,131 ","$1,504,842 ","$1,565,174 ","$1,473,947 ","$212,060 ","$1,261,887 ","$387,044 ",$239 ,"$874,604 ","$91,227 ","$90,841 ",$386 ,$0 ,"$2,433,579 ","$132,922 ","$2,300,657 ","$1,304,527 ","$365,892 ","$630,238 ","$758,919 ","$775,829 ","$898,831 "
1980,"$5,655,917 ","$4,264,523 ","$5,034,342 ","$3,642,948 ","$2,743,325 ","$23,505 ","$2,719,820 ","$1,212,363 ","$595,060 ","$617,303 ","$76,397 ",$97 ,"$76,484 ","$275,141 ",$0 ,"$100,018 ","$17,437 ","$71,729 ","$149,138 ","$1,732 ","$6,143 ","$111,148 ","$99,121 ","$12,027 ","$30,115 ","$1,296,853 ","$1,103,006 ","$193,847 ","$27,281 ","$34,185 ","$1,391,394 ","$1,333,222 ","$47,199 ",$0 ,"$58,172 ","$899,623 ","$618,804 ",$0 ,"$270,430 ",$0 ,"$269,046 ","$112,431 ","$156,615 ","$1,384 ","$269,700 ","$29,303 ",$0 ,"$29,303 ","$3,963 ",$927 ,$0 ,"$1,533 ",$0 ,$0 ,"$12,490 ","$30,458 ","$280,819 ",$0 ,$97 ,"$223,497 ","$57,225 ","$227,256 ","$227,256 ",$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$394,319 ","$266,816 ","$126,357 ","$40,835 ","$111,983 ","$99,624 ","$127,503 ","$107,761 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$5,393,220 ","$1,268,683 ","$4,124,537 ","$4,727,750 ","$2,861,043 ","$665,470 ","$560,635 ","$104,835 ","$181,655 ","$127,596 ","$288,773 ","$1,332,865 ","$4,918,756 ","$3,650,073 ","$4,253,516 ","$2,984,833 ","$2,675,582 ","$665,240 ","$53,641 ","$1,800 ","$136,803 ","$120,481 ","$16,322 ","$949,788 ","$855,589 ","$62,677 ",$0 ,$0 ,$0 ,"$830,698 ","$770,813 ","$95,781 ","$675,032 ","$59,885 ","$119,090 ","$31,522 ","$87,568 ","$84,776 ","$2,792 ","$39,486 ","$113,581 ","$111,946 ","$1,635 ","$58,591 ","$11,885 ",$0 ,$0 ,$0 ,"$39,096 ","$23,825 ","$15,271 ","$555,623 ","$528,934 ","$26,689 ","$167,436 ","$164,421 ","$3,015 ","$388,187 ","$364,513 ","$23,674 ","$388,187 ","$364,513 ","$23,674 ",$0 ,"$787,559 ","$271,149 ","$516,410 ","$767,956 ","$261,055 ","$506,901 ","$19,603 ","$10,094 ","$9,509 ","$10,615 ","$10,445 ",$170 ,"$3,581 ","$2,911 ",$670 ,"$65,513 ","$61,309 ","$4,204 ",$0 ,"$7,106 ","$5,111 ","$1,995 ","$53,641 ","$44,201 ","$9,440 ","$556,876 ","$406,523 ","$150,133 ","$150,133 ",$0 ,$220 ,"$9,026 ","$9,026 ","$8,866 ",$160 ,$0 ,$0 ,$0 ,"$12,641 ","$127,596 ","$179,742 ","$185,691 ","$185,691 ","$185,461 ",$230 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,$0 ,"$162,413 ","$130,453 ","$31,960 ","$126,360 ",$0 ,"$1,926,291 ","$1,681,786 ","$244,505 ","$758,040 ","$263,533 ","$250,690 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$250,690 ","$59,749 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$59,749 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$1,681,786 ","$202,070 ","$1,479,716 ","$23,572 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$23,572 ","$1,658,214 ",$0 ,$0 ,$0 ,$0 ,$0 ,"$1,658,214 ","$4,518,232 ","$520,328 ","$3,997,904 ","$1,827,857 ","$385,677 ","$1,784,370 ","$1,801,800 ","$1,712,393 ","$264,912 ","$1,447,481 ","$463,000 ",$189 ,"$984,292 ","$89,407 ","$88,861 ",$546 ,$0 ,"$2,716,432 ","$166,009 ","$2,550,423 ","$1,364,857 ","$385,488 ","$800,078 ","$923,746 ","$821,329 ","$971,357 "
